,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
488,5,6,18,0,0,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,1.609437943,324,0
489,8.329999924,16,6,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2.11986351,36,4
490,2.900000095,12,26,1,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1.064710736,676,1
491,6.25,12,21,6,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1.83258152,441,36
492,4.550000191,16,34,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.515127301,1156,4
493,3.279999971,12,17,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.187843442,289,4
494,2.299999952,10,2,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0.832909107,4,0
495,3.299999952,13,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.1939224,25,0
496,3.150000095,13,1,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1.147402525,1,0
497,12.5,14,40,30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2.525728703,1600,900
498,5.150000095,16,39,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.63899672,1521,441
499,3.130000114,10,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1.141033053,1,1
500,7.25,12,14,5,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1.981001496,196,25
501,2.900000095,12,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.064710736,4,4
502,1.75,11,2,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0.559615791,4,1
503,2.890000105,0,42,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1.061256528,1764,0
504,2.900000095,5,34,0,0,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.064710736,1156,0
505,17.70999908,16,10,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2.874129295,100,9
506,6.25,16,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.83258152,16,9
507,2.599999905,9,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.955511391,16,0
508,6.630000114,15,21,3,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1.891604781,441,9
509,3.5,12,31,3,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1.252762914,961,9
510,6.5,12,20,14,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1.871802211,400,196
511,3,12,36,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.098612309,1296,1
512,4.380000114,13,7,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1.477048755,49,0
513,10,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.302585125,225,0
514,4.949999809,7,25,17,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1.599387527,625,289
515,9,17,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2.197224617,49,0
516,1.429999948,12,17,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.35767442,289,0
517,3.079999924,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.124929547,9,1
518,9.329999924,14,12,11,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2.233235121,144,121
519,7.5,12,18,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2.014903069,324,25
520,4.75,13,47,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.558144569,2209,1
521,5.650000095,12,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.731655598,4,0
522,15,16,14,2,0,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,2.708050251,196,4
523,2.269999981,10,2,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0.819779813,4,0
524,4.670000076,15,13,18,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1.541159034,169,324
525,11.56000042,16,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.447551012,25,1
526,3.5,14,5,4,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1.252762914,25,16
